"","y1","y2","y3","y4","y5","precio_median","SKU","G18","G1901","G0802","plata2_","plata3","plata4","seller"
"668",24,4,62,200,209.8,20990,1454,0,1,0,296823.529411765,35260.5042016807,809462.18487395,668
"669",1,3,4,25,10,38990,319,0,1,0,42008.4033613445,126025.210084034,151226.890756303,669
"671",15,13,18.6,17.12,24,789990,79,0,0,0,7003213.44537815,7369487.39495798,7516740.16806723,671
"672",8,8.5,9,3,11,29990,1693,0,0,1,221781.512605042,234382.352941177,249504.201680672,672
"673",7.33333333333333,6,13,12,15,28990,1360,1,0,0,173607.843137255,141126.050420168,311655.462184874,673
"674",1,4,5,7.25,9,8790,337,1,0,0,5453.78151260504,21815.1260504202,27268.9075630252,674
"675",1,15.75,15.15,25,11,12990,1254,0,0,0,9243.6974789916,198376.050420168,188460.084033613,675
"677",13,2,7.4,7.08,9,24900,1525,0,0,0,308907.56302521,32605.0420168067,156689.075630252,677
"678",8,21,8.2,7.84,2,19990,18,0,0,0,186487.394957983,603991.596638656,210680.672268908,678
"680",8,8.25,6,2,2,26990,28,0,0,0,140829.131652661,144398.459383753,94907.5630252101,680
"681",6,15,24,27,30,18990,917,0,0,0,75579.8319327731,230126.050420168,357781.512605042,681
"682",13,31,23,60,54,14990,470,0,0,1,130983.193277311,390478.991596639,299806.722689076,682
"683",17,48,73,81,133,269990,4117,0,0,0,1614142.85714286,5220554.62184874,6809436.97478992,683
"684",6,7,12,10,6,44990,63,0,0,0,100789.915966387,151184.87394958,201579.831932773,684
"685",8,14,9,6,6,99990,63,0,0,0,252033.613445378,716689.075630252,346142.857142857,685
"686",17.6666666666667,13,25.5333333333333,23.1066666666667,20.728,95900,743,0,0,0,1064341.73669468,763613.445378151,1578246.49859944,686
"688",2,5,36,22,19,67990,219,0,0,0,36941.1764705882,56260.5042016807,3116907.56302521,688
"689",22.3333333333333,15,33.8666666666667,46.9733333333333,83.968,22990,682,0,1,1,749341.736694678,413319.327731092,1098464.9859944,689
"690",13.3333333333333,15,11.8666666666667,8.77333333333333,5.528,25990,36,1,0,0,320324.929971989,371285.714285714,282468.347338936,690
"691",5,2,9,6,11,10990,692,0,0,0,74988.7955182073,20991.5966386555,160327.731092437,691
"692",4,15.5,22,18.3,18.46,28490,170,0,1,0,73075.6302521008,366029.411764706,562789.915966387,692
"693",10.3333333333333,7.33333333333333,6.93333333333333,4,3,89990,248,0,0,0,1575537.81512605,970941.176470588,1011284.03361345,693
"694",3,5,13.25,10.65,9.38,79490,110,0,0,0,2142831.93277311,3399140.33613445,11004478.3613445,694
"695",3,7,2,9,5,34990,1444,1,0,0,63000,158764.705882353,21831.9327731092,695
"696",4.66666666666667,6.16666666666667,6,8.83333333333333,8.96666666666667,68990,659,0,0,1,241904.761904762,286740.896358543,297092.43697479,696
"697",13.6666666666667,24.4166666666667,39.2166666666667,46,80,19990,51,0,1,0,157509.803921569,264490.896358543,431516.106442577,697
"698",2,7.5,6.625,6.04166666666667,2,19990,76,0,0,0,27714.2857142857,106764.705882353,95348.7394957983,698
"699",2,1,5,23,18,385984,2394,0,0,0,271932.773109244,76386.5546218487,817058.823529412,699
"700",3,5.5,7.1,7.52,8.124,25990,333,0,0,1,28546.218487395,46798.3193277311,71803.3613445378,700
"701",1,5.25,5.8125,5.765625,4,28990,30,0,1,0,42848.7394957983,290502.100840336,328049.894957983,701
"702",15,13,5,14,15,154495,8,0,0,0,1528966.38655462,1224815.12605042,486294.117647059,702
"703",4,9,6,15,27,169990,108,0,1,0,352890.756302521,634378.151260504,445327.731092437,703
"704",2,2,8,20,18,27790,271,0,1,0,35529.4117647059,28974.7899159664,176302.521008403,704
"707",1,12,17.2,19.04,18.448,70490,10,0,0,0,12596.6386554622,213344.537815126,329589.915966387,707
"708",2,2,7,20,13,15490,60,0,0,0,38563.025210084,63831.9327731092,63798.3193277311,708
"709",5,9,5,18,40,18990,982,0,0,0,50714.2857142857,93537.8151260504,36092.4369747899,709
"710",19,29,26.2,27.84,29,29500,1284,0,0,1,201613.445378151,252512.605042017,237141.176470588,710
"711",48,78,111.2,133.64,151,19990,314,0,0,1,629848.739495798,1106016.80672269,1522910.92436975,711
"712",1,28,103,133,163.2,17990,559,0,0,1,9655.46218487395,426168.067226891,2662949.57983193,712
"713",9.33333333333333,23.3333333333333,20,57,41,17800,1387,0,0,0,88145.6582633053,233742.296918768,196436.974789916,713
"714",28.6666666666667,39.6666666666667,46,50,29,16900,745,0,0,0,548375.350140056,797261.904761905,773865.546218487,714
"716",9,22,26,50,30,10990,780,0,0,0,156226.890756303,197294.117647059,224151.260504202,716
"717",56,211.5,192.5,37,26,74990,5203,1,0,1,2638168.06722689,10578432.9831933,9710770.96638655,717
"718",6,1,5.8,7.76,3,22490,14,0,0,1,133563.025210084,31084.0336134454,165258.823529412,718
"720",55,68.25,57.65,56.38,45,19990,617,1,0,1,846025.210084034,1078476.8907563,957218.067226891,720
"721",8,11,15,10,10.6,44900,189,0,0,0,436134.453781513,631176.470588235,976554.62184874,721
"723",5.33333333333333,5,5.66666666666667,5.93333333333333,3,575200,1302,0,0,0,639215.68627451,541764.705882353,765490.196078431,723
"724",9,20,8,5,2,32990,30,1,0,0,226815.12605042,504033.613445378,201613.445378151,724
"725",9,14.75,13.35,20,9,67990,4143,1,0,0,450344.537815126,767733.193277311,695307.983193277,725
"726",311.333333333333,333,437,758,429.4,179990,80,0,1,0,43679831.9327731,67622663.8655462,47301016.8067227,726
"727",2,11,14,18,19,21990,364,0,0,1,55445.3781512605,246126.050420168,263747.899159664,727
"728",2,11.5,11.7,18,9,62990,560,1,0,0,55378.1512605042,352550.420168067,354047.899159664,728
"729",4,19,18.6,26.72,28,54990,2236,1,0,1,188201.680672269,820848.739495798,816314.285714286,729
"730",3,2,25.3333333333333,40.8333333333333,41.8333333333333,28990,663,0,0,1,60478.9915966387,58806.7226890756,642324.929971989,730
"731",131,93,75.6,65.12,35,33900,1371,0,0,0,3013109.24369748,2272415.96638655,1823760.50420168,731
"733",3,10,28,27,21,70990,77,0,0,0,58798.3193277311,446134.453781513,1003058.82352941,733
"734",2,6,6,6.6,8,6490,6,0,0,0,16773.1092436975,83865.5462184874,63737.8151260504,734
"735",106.666666666667,101,97.3333333333333,90.6666666666667,49,10790,324,0,0,0,958869.18767507,994617.647058824,1104559.21568627,735
"736",1,12,8,9,2,474990,17,0,0,0,319243.697478992,3553109.24369748,2368907.56302521,736
"737",132,44,8,18,25,12990,307,0,0,1,1948756.30252101,790151.260504202,60151.2605042017,737
"738",3,1,5.2,2.24,5.288,34990,1612,1,0,1,93252.1008403361,42008.4033613445,88695.7983193277,738
"739",9,15,74,53.6,103.92,18990,4641,0,0,0,164201.680672269,256638.655462185,1188058.82352941,739
"740",7,18,13,16,19,9990,362,1,0,0,111705.882352941,287243.697478992,239369.74789916,740
"741",65.6666666666667,59.6666666666667,56.4666666666667,49,72,24990,1190,0,0,1,948170.868347339,849263.305322129,796688.515406162,741
"742",29,216,310,152,5,399990,283,0,0,0,4453537.81512605,52771277.3109244,87476369.7478992,742
"744",5,16,15,25.4,18,12990,263,0,0,1,48697.4789915966,160336.134453782,152300.840336134,744
"745",4,5.75,4.55,3.86,1,49090,67,0,0,0,179126.050420168,234657.56302521,182113.025210084,745
"746",3,9,34,29,40,12990,12832,1,0,1,20983.1932773109,93201.6806722689,542571.428571429,746
"748",1,5,16,22,40,13990,75,0,0,0,6638.65546218487,83840.3361344538,281915.966386555,748
"749",239,1426,2103.8,3678,4148,15990,4433,1,0,1,2917268.90756303,18072936.9747899,26686457.9831933,749
"750",2,5.75,6.9375,18,4,115990,47,0,0,0,206705.882352941,2146611.34453782,2657425.94537815,750
"751",50.3333333333333,27,98,145,101.2,25990,694,0,0,0,1509604.48179272,384752.100840336,3602372.26890756,751
"752",12,1,14,5,4,184945,1284,0,0,0,4530689.07563025,152092.43697479,3612218.48739496,752
"755",32,105,119,173,147.6,14990,727,0,0,0,613882.352941177,1298949.57983193,1562563.02521008,755
"756",2,20,46,5,26,49990,472,0,0,1,63008.4033613445,743529.411764706,1712991.59663866,756
"758",5,31,32,4,2,18390,75,0,0,0,118344.537815126,816894.957983193,849922.969187675,758
"761",3,14.25,26.45,29,72,21900,1089,0,0,1,64453.781512605,310460.084033613,547922.268907563,761
"762",6,15,4,15,8,85990,793,0,0,0,809983.193277311,4446546.21848739,470521.008403361,762
"764",13,169,261,235,271.2,8490,4244,1,0,1,110630.25210084,1072411.76470588,1435504.20168067,764
"765",7,18,21,29.6,31.92,12990,32,0,0,0,87336.1344537815,246873.949579832,278815.12605042,765
"766",1,20.3333333333333,11.6666666666667,1,2.5,999990,83,0,0,0,756294.117647059,44151050.4201681,23441058.8235294,766
"767",1179,1581.5,1723.1,1893,2145,29990,21846,0,0,1,12796569.4677871,16710391.1064426,18490500.0140056,767
"768",9,36,58,28,65,10690,1133,0,0,0,74714.2857142857,283428.571428571,425411.764705882,768
"770",3.5,6,30,97,140,84990,10764,1,0,0,198920.168067227,307932.773109244,1017815.12605042,770
"771",149,277,268,305,293.6,23990,378,0,0,1,4317487.39495798,4120663.86554622,4644302.5210084,771
"772",152,197,203,206.2,169.84,16890,773,0,0,1,2410268.90756303,3106764.70588235,3120294.11764706,772
"773",7,11,2,6,7,9900,1032,0,0,0,130252.100840336,99831.9327731092,44621.8487394958,773
"774",7,8,7.2,6.64,6.968,11300,270,0,0,1,38879.5518207283,36554.6218487395,41658.2633053221,774
"775",20.3333333333333,21.3333333333333,10.1333333333333,9.49333333333333,1,249085,232,0,0,0,4047165.26610644,4247577.03081233,1987504.76190476,775
"776",9,60,89,121,168,549990,398,0,1,0,369672.268907563,8600336.13445378,11427773.1092437,776
"777",3,2,19.25,39,34,789990,122,0,0,0,2176445.37815126,1445361.34453782,112704758.403361,777
"778",7,10,9,20,40,39990,11188,0,0,1,234383.753501401,346117.647058824,303268.907563025,778
"779",2,15,11,14,15.2,18990,115,0,0,0,26033.6134453782,206579.831932773,146290.756302521,779
"780",4,11,9,3,8,26990,64,0,0,1,90722.6890756303,249487.394957983,204126.050420168,780
"781",77,2,130,327,503.8,19990,31092,1,0,1,1449756.30252101,29394.9579831933,2101428.57142857,781
"782",1,15,12.75,10.9375,1,36980,127,0,0,0,14277.3109243697,273316.526610644,237306.022408964,782
"783",2,18,13,20,14,37990,215,0,0,0,45361.3445378151,429260.504201681,488109.243697479,783
"784",56,49,25,32,29.8,32990,2889,1,0,1,1423899.15966387,1239924.3697479,636764.705882353,784
"785",90.6666666666667,119.416666666667,144.616666666667,155,215,34990,34008,1,0,1,1812089.63585434,2274142.15686275,2708972.40896359,785
"786",3,10,22,13,15.8,59990,1221,0,0,1,160478.991596639,560258.823529412,947317.647058823,786
"788",1,20.3333333333333,17.3333333333333,18,24,23000,115,0,0,0,40336.1344537815,432492.99719888,338165.266106443,788
"789",4.66666666666667,6,10.7333333333333,13.5466666666667,16,21990,530,0,0,1,111753.50140056,120453.781512605,250133.893557423,789
"790",1,7,6.6,6.92,4,153940,146,0,0,0,6268.90756302521,103193.277310924,80692.4369747899,790
"791",1,6,14,24,140,9999,453,0,0,0,5461.34453781513,61255.462184874,216707.56302521,791
"792",2,5,7,11,2,69990,5,0,0,0,109226.890756303,403302.521008403,352882.352941176,792
"794",1,14,9,21,15.6,16672.5,376,0,0,0,5739.49579831933,103131.932773109,70936.974789916,794
"795",10.3333333333333,9,21,14,12,56990,446,0,0,0,621761.904761905,504126.050420168,1298142.85714286,795
"796",14.5,10.75,3.5,2,2.33333333333333,79990,124,0,0,0,4579710.08403361,3172178.57142857,1777256.30252101,796
"802",4,7.75,3,7.55,4.51,6990,26,0,0,0,27697.4789915966,50233.1932773109,20563.025210084,802
"803",10.3333333333333,10.5833333333333,12,6,15,19990,27,0,0,0,212232.492997199,226095.93837535,251983.193277311,803
